datetime,PM2.5,PM10,NO2,CO,SO2,temperature,humidity,wind_speed
2024-08-23 00:00:00,13.78,31.13,17.37,0.84,4.76,15.8,53.18,4.75
2024-08-23 01:00:00,16.97,42.21,18.16,0.94,2.84,14.16,68.43,3.95
2024-08-23 02:00:00,17.73,40.96,18.42,0.86,1.84,19.31,71.6,6.08
2024-08-23 03:00:00,,28.67,22.55,1.04,2.17,19.04,77.42,4.33
2024-08-23 04:00:00,30.27,66.34,20.92,1.22,5.65,19.95,62.68,4.01
2024-08-23 05:00:00,19.18,28.82,21.62,0.98,8.0,20.58,63.81,6.11
2024-08-23 06:00:00,32.84,72.86,30.75,1.28,1.68,21.33,65.7,3.12
2024-08-23 07:00:00,46.0,65.79,38.07,1.58,4.2,19.09,72.02,1.33
2024-08-23 08:00:00,29.86,76.94,30.26,1.29,5.79,24.05,50.47,5.15
2024-08-23 09:00:00,43.14,76.07,31.67,1.55,3.98,24.05,46.64,1.25
2024-08-23 10:00:00,38.81,61.34,30.21,1.31,3.4,27.14,70.32,1.59
2024-08-23 11:00:00,27.54,70.65,24.68,1.2,8.29,26.73,52.69,2.09
2024-08-23 12:00:00,25.63,44.68,25.01,1.1,8.52,26.39,77.87,2.29
2024-08-23 13:00:00,25.83,53.64,27.58,1.2,6.52,21.75,57.69,2.51
2024-08-23 14:00:00,24.12,53.44,19.82,1.02,6.4,24.44,60.97,3.92
2024-08-23 15:00:00,35.13,59.26,29.14,1.27,6.17,22.71,66.78,5.26
2024-08-23 16:00:00,26.2,48.23,23.66,1.37,7.58,23.29,46.31,
2024-08-23 17:00:00,50.13,88.38,27.13,1.38,13.16,20.75,88.32,4.82
2024-08-23 18:00:00,22.47,45.17,24.62,1.19,6.82,19.73,63.05,7.95
2024-08-23 19:00:00,27.27,47.37,26.77,1.31,7.57,19.91,59.36,5.67
2024-08-23 20:00:00,18.34,36.92,25.64,1.0,8.98,16.92,59.13,7.74
2024-08-23 21:00:00,21.57,35.2,20.41,0.93,3.58,16.99,71.3,5.23
2024-08-23 22:00:00,20.41,56.42,21.63,1.08,6.09,12.92,73.99,5.34
2024-08-23 23:00:00,14.5,30.96,22.3,0.9,4.35,13.79,61.91,6.85
2024-08-24 00:00:00,20.62,37.93,17.54,0.92,2.48,16.41,57.89,4.05
2024-08-24 01:00:00,14.5,32.93,19.82,0.89,6.46,12.81,80.19,7.32
2024-08-24 02:00:00,15.59,35.85,20.62,0.99,7.33,18.26,62.15,3.76
2024-08-24 03:00:00,18.87,39.29,21.92,0.96,3.96,18.51,53.42,8.21
2024-08-24 04:00:00,18.44,44.35,23.37,0.97,3.55,17.06,67.17,3.81
2024-08-24 05:00:00,18.49,52.09,23.12,0.99,4.4,24.8,58.94,6.06
2024-08-24 06:00:00,43.15,88.4,30.22,1.4,2.65,22.59,79.53,1.37
2024-08-24 07:00:00,56.4,96.87,32.2,1.54,7.76,19.5,62.23,2.99
2024-08-24 08:00:00,34.57,72.38,30.98,1.45,5.34,24.09,60.26,4.12
2024-08-24 09:00:00,27.23,66.06,28.79,1.17,11.21,23.77,64.74,7.65
2024-08-24 10:00:00,39.75,98.76,29.07,1.35,5.26,22.88,59.13,1.32
2024-08-24 11:00:00,28.24,68.14,26.38,1.17,3.95,22.79,67.3,1.72
2024-08-24 12:00:00,29.06,47.93,28.22,1.28,5.37,27.09,52.19,3.97
2024-08-24 13:00:00,20.33,49.98,25.46,1.1,7.62,23.73,61.1,2.54
2024-08-24 14:00:00,23.76,41.82,22.39,1.17,5.42,24.23,65.87,3.02
2024-08-24 15:00:00,22.06,32.93,24.28,1.09,6.06,21.79,73.67,4.7
2024-08-24 16:00:00,21.65,34.67,26.76,1.08,6.94,21.1,60.43,5.13
2024-08-24 17:00:00,25.49,40.47,31.7,1.21,7.68,21.14,60.3,5.84
2024-08-24 18:00:00,35.53,58.35,29.25,1.24,,20.88,77.63,4.75
2024-08-24 19:00:00,29.48,73.47,30.23,1.45,4.67,13.63,66.68,5.98
2024-08-24 20:00:00,26.75,69.77,26.9,1.14,7.86,17.63,67.44,5.51
2024-08-24 21:00:00,26.19,49.82,21.21,1.02,8.48,,83.64,7.05
2024-08-24 22:00:00,16.13,33.16,23.48,0.94,3.33,18.57,67.68,5.37
2024-08-24 23:00:00,27.48,42.85,21.95,1.14,4.0,21.16,63.09,5.08
2024-08-25 00:00:00,14.27,33.02,19.66,0.91,3.55,14.19,69.26,5.59
2024-08-25 01:00:00,20.22,31.92,16.74,0.93,7.99,11.64,66.77,5.14
2024-08-25 02:00:00,27.83,53.38,22.31,1.08,2.04,15.82,72.95,3.09
2024-08-25 03:00:00,17.78,36.58,21.39,0.94,2.74,15.97,61.84,3.96
2024-08-25 04:00:00,21.47,45.5,23.54,1.04,4.34,21.35,71.14,3.61
2024-08-25 05:00:00,35.36,85.74,24.33,1.16,8.42,21.95,64.56,2.5
2024-08-25 06:00:00,37.22,59.9,27.94,1.26,4.39,21.64,66.57,3.91
2024-08-25 07:00:00,45.74,67.13,44.34,1.66,5.0,20.03,79.81,1.08
2024-08-25 08:00:00,29.87,58.36,26.05,1.16,4.42,23.77,51.39,6.18
2024-08-25 09:00:00,43.31,65.7,31.65,1.39,2.72,23.98,63.01,1.78
2024-08-25 10:00:00,36.23,60.94,29.9,1.4,5.03,24.73,67.32,2.63
2024-08-25 11:00:00,27.9,35.21,25.06,1.11,6.63,21.63,59.77,1.64
2024-08-25 12:00:00,17.3,42.69,20.09,0.93,5.2,27.04,67.98,3.85
2024-08-25 13:00:00,20.84,43.72,20.86,1.01,5.99,24.96,57.68,3.66
2024-08-25 14:00:00,14.93,28.18,22.41,1.22,8.7,24.04,65.1,7.84
2024-08-25 15:00:00,28.58,62.54,25.12,1.16,6.49,22.25,63.21,4.34
2024-08-25 16:00:00,26.71,49.17,22.04,1.03,15.53,20.83,66.63,5.92
2024-08-25 17:00:00,35.92,84.65,31.75,1.31,9.5,21.84,65.12,4.53
2024-08-25 18:00:00,35.21,69.61,25.13,1.17,12.89,16.41,68.61,4.83
2024-08-25 19:00:00,22.89,49.06,22.98,1.0,6.81,20.2,62.05,9.4
2024-08-25 20:00:00,27.45,75.88,25.65,1.15,7.21,15.3,64.44,5.44
2024-08-25 21:00:00,36.35,56.39,20.94,1.26,4.36,12.26,74.72,8.58
2024-08-25 22:00:00,17.43,48.86,20.43,1.02,5.91,19.23,67.04,4.87
2024-08-25 23:00:00,13.81,30.37,18.36,1.02,14.47,13.37,65.77,5.94
2024-08-26 00:00:00,16.28,32.12,19.23,1.39,5.16,13.28,74.12,5.2
2024-08-26 01:00:00,16.96,42.72,19.47,1.2,3.37,17.16,64.57,8.6
2024-08-26 02:00:00,19.28,36.84,21.46,0.99,5.58,19.1,79.16,3.78
2024-08-26 03:00:00,20.42,49.04,21.09,0.93,18.29,13.12,91.42,2.56
2024-08-26 04:00:00,23.12,40.77,20.06,0.99,6.94,15.31,80.86,2.96
2024-08-26 05:00:00,28.32,44.99,26.65,1.13,2.51,16.66,79.34,4.19
2024-08-26 06:00:00,41.48,64.3,39.66,1.63,3.65,21.59,71.24,1.35
2024-08-26 07:00:00,49.38,125.58,39.64,1.67,6.1,24.3,60.88,1.12
2024-08-26 08:00:00,35.98,76.41,31.52,1.31,3.94,20.06,,3.59
2024-08-26 09:00:00,34.41,77.02,31.34,1.33,6.61,26.09,52.93,3.67
2024-08-26 10:00:00,40.58,93.03,31.91,1.45,4.67,22.64,58.48,1.6
2024-08-26 11:00:00,39.87,67.86,22.37,1.16,7.85,25.22,71.48,3.19
2024-08-26 12:00:00,23.9,35.8,35.23,1.32,5.41,22.18,66.3,2.1
2024-08-26 13:00:00,17.95,48.17,23.94,1.26,5.4,24.31,57.28,4.66
2024-08-26 14:00:00,17.38,35.27,24.61,0.99,6.33,23.83,48.17,3.55
2024-08-26 15:00:00,26.5,46.28,22.71,1.22,9.19,22.63,82.44,3.91
2024-08-26 16:00:00,26.22,61.82,24.25,1.13,6.01,22.99,67.87,5.7
2024-08-26 17:00:00,21.5,45.41,29.84,1.17,7.75,19.0,74.07,8.05
2024-08-26 18:00:00,35.29,77.68,24.55,1.29,7.25,17.96,63.35,4.8
2024-08-26 19:00:00,32.45,57.35,28.35,1.21,9.34,19.3,65.45,5.16
2024-08-26 20:00:00,22.04,58.77,25.23,1.21,4.51,19.91,63.32,5.44
2024-08-26 21:00:00,25.62,50.09,,1.04,6.56,16.14,69.6,8.87
2024-08-26 22:00:00,15.0,36.11,19.29,1.03,7.11,16.4,83.65,7.88
2024-08-26 23:00:00,13.5,37.55,16.18,1.21,5.93,16.41,59.24,7.98
2024-08-27 00:00:00,20.25,47.87,18.53,0.93,3.09,16.19,68.72,
2024-08-27 01:00:00,17.47,36.0,19.27,1.21,3.46,12.8,74.65,3.91
2024-08-27 02:00:00,22.06,50.27,22.45,1.09,1.82,13.65,70.15,3.32
2024-08-27 03:00:00,24.65,32.99,19.55,1.03,1.94,14.62,78.27,5.69
2024-08-27 04:00:00,25.33,60.08,19.83,0.98,5.1,20.89,51.4,2.39
2024-08-27 05:00:00,30.67,72.4,24.66,1.17,7.65,19.25,81.67,2.72
2024-08-27 06:00:00,38.22,53.38,29.84,1.33,4.29,20.46,54.67,1.87
2024-08-27 07:00:00,38.73,89.5,33.58,1.72,2.64,21.56,55.71,2.1
2024-08-27 08:00:00,49.26,82.51,34.22,1.6,2.49,19.39,62.89,1.64
2024-08-27 09:00:00,52.91,122.66,35.03,1.64,5.15,26.94,55.26,1.59
2024-08-27 10:00:00,34.69,65.37,31.37,1.34,3.29,24.82,65.54,2.1
2024-08-27 11:00:00,34.14,,24.4,1.51,5.23,25.81,63.82,2.19
2024-08-27 12:00:00,31.17,62.66,21.43,1.05,7.29,21.0,66.11,4.75
2024-08-27 13:00:00,16.15,28.94,20.67,0.92,8.0,25.92,49.92,3.79
2024-08-27 14:00:00,17.9,30.86,21.76,1.05,7.98,23.15,62.36,3.29
2024-08-27 15:00:00,28.34,77.67,30.7,1.33,8.09,20.42,65.82,3.92
2024-08-27 16:00:00,32.12,64.0,24.01,1.18,9.84,20.12,75.76,4.08
2024-08-27 17:00:00,27.38,59.47,24.71,1.23,7.15,18.3,68.96,4.95
2024-08-27 18:00:00,28.45,58.08,23.41,1.19,6.65,16.97,71.49,6.39
2024-08-27 19:00:00,32.18,70.35,24.65,1.19,7.31,18.36,83.01,5.23
2024-08-27 20:00:00,26.83,70.09,24.22,1.24,5.76,16.26,59.71,5.16
2024-08-27 21:00:00,17.79,36.46,24.36,1.09,11.89,16.67,65.56,5.51
2024-08-27 22:00:00,20.98,45.36,24.05,1.05,8.29,18.55,58.07,6.15
2024-08-27 23:00:00,22.28,46.18,19.8,0.95,9.28,14.44,83.3,5.37
2024-08-28 00:00:00,,48.4,21.53,,7.41,9.85,87.52,4.61
2024-08-28 01:00:00,18.2,40.95,19.56,0.97,2.99,14.03,83.01,6.74
2024-08-28 02:00:00,17.08,43.26,18.32,0.87,4.38,17.4,72.46,3.95
2024-08-28 03:00:00,23.35,50.29,21.87,0.98,3.25,15.63,72.54,3.39
2024-08-28 04:00:00,27.61,48.8,22.81,1.05,3.55,19.9,62.42,2.05
2024-08-28 05:00:00,25.46,49.11,30.44,1.25,9.53,18.95,72.99,3.12
2024-08-28 06:00:00,36.79,81.75,27.95,1.3,3.08,15.66,59.22,2.19
2024-08-28 07:00:00,41.77,65.07,32.47,1.4,2.8,20.85,55.04,1.3
2024-08-28 08:00:00,45.24,69.95,39.76,1.57,13.02,22.43,60.69,1.42
2024-08-28 09:00:00,53.95,117.41,31.94,1.51,8.27,25.04,77.07,1.41
2024-08-28 10:00:00,35.21,83.75,28.08,1.24,3.43,27.31,56.04,1.46
2024-08-28 11:00:00,24.81,53.47,26.14,1.19,9.41,25.99,58.18,2.44
2024-08-28 12:00:00,23.09,36.83,25.72,1.16,8.16,25.22,64.12,2.68
2024-08-28 13:00:00,20.92,41.02,18.99,1.06,4.74,25.52,68.77,3.15
2024-08-28 14:00:00,36.91,59.96,19.54,1.13,5.3,23.33,73.35,3.43
2024-08-28 15:00:00,25.33,56.35,26.19,1.39,8.01,19.95,57.08,4.38
2024-08-28 16:00:00,26.69,51.93,31.43,1.36,6.19,21.92,63.69,5.19
2024-08-28 17:00:00,25.4,62.88,23.24,1.17,10.13,21.37,66.7,5.83
2024-08-28 18:00:00,32.88,51.11,27.33,1.24,5.06,16.93,71.05,5.1
2024-08-28 19:00:00,31.9,53.22,28.86,1.28,7.66,20.7,72.37,6.88
2024-08-28 20:00:00,26.12,65.98,31.88,1.23,6.08,18.85,73.48,5.04
2024-08-28 21:00:00,17.36,47.76,24.81,0.99,5.31,13.06,71.75,7.01
2024-08-28 22:00:00,22.66,57.41,21.08,0.96,4.98,17.74,77.03,5.23
2024-08-28 23:00:00,16.27,30.4,21.94,1.02,7.45,13.89,78.63,5.11
2024-08-29 00:00:00,13.95,27.59,26.98,1.0,3.06,12.59,,5.3
2024-08-29 01:00:00,27.8,52.62,17.76,1.09,3.2,16.48,64.59,4.93
2024-08-29 02:00:00,16.72,46.38,22.07,0.91,4.2,14.72,75.93,3.82
2024-08-29 03:00:00,15.75,35.93,16.71,0.87,3.53,19.41,76.1,6.65
2024-08-29 04:00:00,22.0,40.59,20.41,1.0,1.42,14.94,65.94,4.93
2024-08-29 05:00:00,36.96,73.12,25.37,1.25,2.73,14.39,71.54,1.97
2024-08-29 06:00:00,38.51,89.56,34.16,1.38,3.31,18.59,79.65,2.6
2024-08-29 07:00:00,42.24,100.15,30.27,1.36,11.14,22.02,67.56,2.98
2024-08-29 08:00:00,55.83,107.1,37.52,1.61,4.78,19.79,65.46,1.37
2024-08-29 09:00:00,60.78,124.61,40.54,1.79,9.67,20.02,77.67,1.1
2024-08-29 10:00:00,30.06,66.21,25.18,1.21,4.13,23.94,59.09,6.84
2024-08-29 11:00:00,19.14,39.17,26.66,1.08,5.87,21.05,51.59,6.35
2024-08-29 12:00:00,28.31,69.72,21.17,1.26,7.06,24.76,55.96,2.58
2024-08-29 13:00:00,21.73,40.51,24.17,1.07,5.01,23.3,72.45,2.89
2024-08-29 14:00:00,30.05,41.34,19.89,1.26,9.19,24.47,66.59,3.25
2024-08-29 15:00:00,24.41,42.76,25.31,1.09,8.48,19.92,66.61,5.26
2024-08-29 16:00:00,20.8,53.26,23.98,1.09,7.63,24.24,71.09,6.11
2024-08-29 17:00:00,30.17,63.32,25.13,1.12,5.42,20.08,67.27,5.23
2024-08-29 18:00:00,28.7,53.48,27.29,1.17,6.24,20.67,63.68,5.15
2024-08-29 19:00:00,37.97,59.63,23.07,1.17,7.35,19.77,72.86,5.83
2024-08-29 20:00:00,24.96,39.29,22.09,1.3,17.29,14.33,67.48,6.09
2024-08-29 21:00:00,21.6,45.8,31.52,1.38,4.45,17.38,72.02,6.11
2024-08-29 22:00:00,23.1,51.72,19.11,0.93,6.71,11.97,66.07,5.61
2024-08-29 23:00:00,19.25,45.42,22.92,1.39,6.56,11.58,64.3,4.42
2024-08-30 00:00:00,21.51,32.83,21.34,1.08,,17.88,60.77,4.96
2024-08-30 01:00:00,25.82,61.44,24.38,1.11,2.87,16.35,68.71,4.16
2024-08-30 02:00:00,24.13,43.47,22.64,1.38,5.02,18.77,61.8,4.22
2024-08-30 03:00:00,22.24,42.91,18.69,1.08,3.56,14.68,65.3,2.59
2024-08-30 04:00:00,20.25,42.49,21.32,1.07,3.97,16.66,67.45,5.17
2024-08-30 05:00:00,27.42,74.07,23.1,1.07,3.54,18.71,66.45,4.71
2024-08-30 06:00:00,34.4,59.0,28.68,1.26,2.02,18.93,54.45,2.51
2024-08-30 07:00:00,47.07,89.39,30.75,1.42,4.87,18.75,46.82,3.07
2024-08-30 08:00:00,50.34,94.81,34.38,1.63,9.5,19.66,69.47,1.86
2024-08-30 09:00:00,46.65,89.65,29.67,1.39,,22.92,,2.41
2024-08-30 10:00:00,36.8,86.78,27.55,1.28,6.42,21.15,54.12,2.71
2024-08-30 11:00:00,33.41,66.45,24.57,1.2,5.5,21.59,68.22,2.24
2024-08-30 12:00:00,15.35,24.23,19.44,0.88,6.22,24.74,65.68,6.86
2024-08-30 13:00:00,23.25,42.81,21.15,0.96,5.49,23.59,60.71,3.87
2024-08-30 14:00:00,16.78,31.16,18.23,0.88,9.54,25.16,77.55,9.99
2024-08-30 15:00:00,25.39,52.54,20.47,1.09,5.54,21.64,74.84,4.37
2024-08-30 16:00:00,34.49,87.74,22.74,1.11,7.94,20.29,62.58,4.05
2024-08-30 17:00:00,35.98,86.38,25.35,1.24,11.86,21.09,62.08,4.95
2024-08-30 18:00:00,29.73,81.1,28.49,1.37,7.72,17.33,56.47,6.31
2024-08-30 19:00:00,20.76,31.48,22.55,0.96,8.28,16.34,78.72,8.55
2024-08-30 20:00:00,23.97,52.52,23.62,1.06,6.45,15.22,71.8,6.43
2024-08-30 21:00:00,26.03,38.65,19.96,1.16,4.62,15.0,76.59,5.89
2024-08-30 22:00:00,20.5,55.18,22.93,1.05,4.24,,50.39,4.86
2024-08-30 23:00:00,19.72,41.63,18.98,0.89,2.97,11.37,79.12,4.65
2024-08-31 00:00:00,20.63,53.71,22.47,0.97,4.68,16.35,64.84,4.08
2024-08-31 01:00:00,18.46,34.78,28.65,1.06,3.57,15.4,74.35,5.38
2024-08-31 02:00:00,20.65,51.62,21.04,0.94,5.28,17.56,72.12,5.67
2024-08-31 03:00:00,18.41,31.42,21.36,1.09,2.79,21.5,64.64,2.75
2024-08-31 04:00:00,24.12,42.42,25.57,1.12,3.34,19.12,61.13,2.59
2024-08-31 05:00:00,33.9,51.78,29.09,1.27,4.68,19.31,69.74,2.56
2024-08-31 06:00:00,41.49,95.95,32.24,1.46,3.44,16.13,62.41,1.5
2024-08-31 07:00:00,48.66,85.44,32.8,1.5,3.96,17.68,76.26,1.88
2024-08-31 08:00:00,33.75,56.12,29.15,,7.01,21.98,58.64,6.11
2024-08-31 09:00:00,38.33,90.42,31.59,1.53,9.07,18.9,67.06,2.97
2024-08-31 10:00:00,36.4,79.76,29.53,1.27,4.4,,56.58,1.54
2024-08-31 11:00:00,39.07,101.16,30.53,1.42,5.19,19.32,67.82,1.74
2024-08-31 12:00:00,26.56,58.62,,1.17,15.47,26.06,52.9,2.88
2024-08-31 13:00:00,21.51,45.14,20.79,1.15,7.24,22.94,57.17,9.11
2024-08-31 14:00:00,23.19,42.43,23.56,1.15,6.78,23.34,81.68,
2024-08-31 15:00:00,22.7,55.78,22.92,0.99,6.16,20.8,72.12,4.04
2024-08-31 16:00:00,25.58,46.46,27.25,1.15,7.03,17.46,70.99,4.04
2024-08-31 17:00:00,35.58,85.34,29.97,1.42,6.47,22.52,68.1,5.21
2024-08-31 18:00:00,31.06,55.12,25.12,1.13,6.9,21.43,67.3,4.99
2024-08-31 19:00:00,29.86,61.27,26.82,1.3,9.44,16.76,67.88,5.23
2024-08-31 20:00:00,27.81,68.66,,1.19,8.51,17.58,73.99,5.27
2024-08-31 21:00:00,20.76,40.85,20.15,0.93,4.01,14.44,63.83,6.84
2024-08-31 22:00:00,23.28,39.59,19.29,0.94,6.71,15.0,82.76,4.79
2024-08-31 23:00:00,24.67,64.91,26.32,1.19,4.26,15.45,70.61,5.66
2024-09-01 00:00:00,21.45,43.92,16.52,1.05,3.21,14.67,76.68,6.09
2024-09-01 01:00:00,18.14,49.13,18.51,0.93,5.82,16.41,81.46,3.77
2024-09-01 02:00:00,13.37,31.63,22.1,0.98,3.44,15.27,73.72,6.35
2024-09-01 03:00:00,25.22,35.78,21.02,1.1,11.22,15.08,63.45,2.6
2024-09-01 04:00:00,32.04,65.56,25.98,1.17,7.7,14.54,80.13,3.72
2024-09-01 05:00:00,31.21,80.45,24.15,1.18,2.55,16.31,82.52,1.87
2024-09-01 06:00:00,28.78,54.73,30.44,1.22,8.67,20.18,50.28,3.73
2024-09-01 07:00:00,41.53,94.42,30.99,1.39,9.04,16.85,67.7,2.34
2024-09-01 08:00:00,46.09,102.89,39.42,1.58,3.78,23.27,65.71,2.33
2024-09-01 09:00:00,52.87,101.49,33.27,1.54,3.77,21.53,62.66,1.71
2024-09-01 10:00:00,35.55,77.96,33.38,1.42,6.79,21.25,55.03,1.77
2024-09-01 11:00:00,25.27,57.09,27.1,1.1,6.0,21.19,57.98,2.52
2024-09-01 12:00:00,28.8,63.23,21.28,1.17,5.09,24.91,47.28,4.13
2024-09-01 13:00:00,30.33,60.12,27.51,1.21,8.35,23.36,70.95,2.76
2024-09-01 14:00:00,25.44,55.98,22.83,1.19,10.54,26.07,72.13,5.54
2024-09-01 15:00:00,22.05,49.45,23.34,1.06,6.0,19.57,77.22,4.5
2024-09-01 16:00:00,41.54,61.14,24.22,1.29,6.37,19.9,65.84,4.9
2024-09-01 17:00:00,33.32,66.76,26.44,1.33,8.79,19.67,68.44,4.44
2024-09-01 18:00:00,,65.46,30.58,1.32,8.45,17.06,76.91,4.93
2024-09-01 19:00:00,29.93,80.44,24.77,1.11,5.75,17.28,66.31,5.78
2024-09-01 20:00:00,14.14,29.44,24.74,0.95,5.99,16.7,61.05,10.97
2024-09-01 21:00:00,24.62,52.62,22.71,1.13,7.85,15.99,64.64,
2024-09-01 22:00:00,18.2,34.42,19.34,0.91,5.74,17.24,69.61,4.75
2024-09-01 23:00:00,17.73,38.96,19.36,0.88,3.31,11.12,67.39,5.27
2024-09-02 00:00:00,33.07,84.29,18.22,1.16,2.67,14.04,74.56,4.02
2024-09-02 01:00:00,18.93,39.74,28.48,1.23,3.19,12.24,61.37,4.13
2024-09-02 02:00:00,16.82,24.45,16.24,0.82,3.48,14.89,68.14,3.66
2024-09-02 03:00:00,24.21,39.91,20.48,0.98,9.18,15.69,72.69,2.49
2024-09-02 04:00:00,25.83,45.2,20.29,1.04,2.34,13.89,71.95,4.27
2024-09-02 05:00:00,20.04,39.89,23.04,1.15,1.44,15.27,63.91,5.25
2024-09-02 06:00:00,15.82,28.36,20.98,1.02,2.83,19.39,72.37,11.31
2024-09-02 07:00:00,46.65,,33.21,1.43,5.7,19.7,68.34,2.13
2024-09-02 08:00:00,47.83,108.07,,1.55,7.41,20.42,48.95,1.55
2024-09-02 09:00:00,40.77,90.52,36.15,1.48,3.36,23.21,67.07,2.96
2024-09-02 10:00:00,44.67,68.74,30.75,1.36,6.02,24.16,59.3,3.27
2024-09-02 11:00:00,33.24,64.46,24.99,1.14,6.84,22.13,60.09,2.3
2024-09-02 12:00:00,20.68,54.6,28.21,1.14,12.17,21.66,58.03,3.25
2024-09-02 13:00:00,16.85,42.55,22.2,0.99,9.48,20.67,57.44,5.07
2024-09-02 14:00:00,20.22,36.06,20.1,0.91,15.2,22.76,65.44,3.31
2024-09-02 15:00:00,23.32,37.93,25.79,1.06,8.83,19.05,71.13,3.55
2024-09-02 16:00:00,30.57,75.11,25.5,1.42,8.16,,66.38,5.16
2024-09-02 17:00:00,27.25,62.55,25.77,1.12,9.03,22.09,71.92,6.05
2024-09-02 18:00:00,34.43,54.8,29.69,1.36,11.87,17.66,72.53,6.02
2024-09-02 19:00:00,26.21,50.39,24.02,1.13,11.44,16.0,53.15,6.29
2024-09-02 20:00:00,24.95,60.79,23.52,1.05,7.63,19.86,58.78,5.75
2024-09-02 21:00:00,30.6,76.55,24.05,1.09,16.13,17.85,77.23,6.51
2024-09-02 22:00:00,30.02,66.19,26.66,1.19,4.44,12.5,61.84,4.8
2024-09-02 23:00:00,25.93,48.87,24.07,1.08,6.82,,49.07,4.66
2024-09-03 00:00:00,16.55,39.74,20.67,1.02,8.13,13.82,85.59,4.88
2024-09-03 01:00:00,12.3,28.52,19.98,0.89,2.94,13.74,73.38,7.81
2024-09-03 02:00:00,22.64,53.61,20.32,1.01,2.01,17.46,62.56,4.55
2024-09-03 03:00:00,25.51,38.33,19.86,1.0,2.74,14.8,63.37,3.14
2024-09-03 04:00:00,26.78,63.42,27.04,1.12,3.03,16.14,74.12,2.92
2024-09-03 05:00:00,25.59,43.4,24.89,1.08,3.32,18.25,71.23,4.39
2024-09-03 06:00:00,39.36,94.37,27.02,1.28,4.5,20.54,68.18,2.44
2024-09-03 07:00:00,52.72,136.35,32.97,1.5,3.89,21.33,63.42,1.14
2024-09-03 08:00:00,49.62,86.18,33.07,1.46,,21.74,54.36,1.81
2024-09-03 09:00:00,48.18,75.4,33.65,1.48,4.95,,66.85,1.8
2024-09-03 10:00:00,27.98,66.93,26.68,1.24,5.57,21.52,73.31,4.72
2024-09-03 11:00:00,30.49,45.58,24.54,1.1,4.71,24.63,57.96,2.13
2024-09-03 12:00:00,29.82,69.48,26.21,1.2,7.56,23.66,67.88,2.1
2024-09-03 13:00:00,26.71,57.94,18.73,0.97,12.43,24.65,59.05,3.14
2024-09-03 14:00:00,25.78,47.73,22.05,1.04,5.95,26.27,67.4,3.07
2024-09-03 15:00:00,17.96,39.03,19.85,0.92,10.89,19.35,58.68,6.2
2024-09-03 16:00:00,34.34,89.02,22.28,1.22,6.32,22.94,63.76,5.34
2024-09-03 17:00:00,35.13,85.23,26.9,1.55,5.42,18.8,70.61,5.36
2024-09-03 18:00:00,40.13,78.98,26.88,1.72,10.51,20.03,60.57,5.4
2024-09-03 19:00:00,45.87,109.45,24.97,1.26,5.81,16.79,71.47,5.74
2024-09-03 20:00:00,19.18,37.23,21.88,1.27,5.7,19.92,65.83,7.33
2024-09-03 21:00:00,31.62,56.13,24.26,1.13,10.47,14.89,69.74,5.23
2024-09-03 22:00:00,17.81,40.08,18.79,0.86,3.5,12.55,66.54,4.84
2024-09-03 23:00:00,24.47,56.74,32.01,1.2,7.21,14.17,78.64,5.65
2024-09-04 00:00:00,22.82,51.12,23.93,1.09,4.06,13.61,63.55,6.94
2024-09-04 01:00:00,15.73,32.33,17.55,0.83,10.66,15.41,71.91,4.76
2024-09-04 02:00:00,19.87,48.93,18.82,1.02,9.03,14.53,63.58,5.39
2024-09-04 03:00:00,21.47,56.47,19.05,,2.22,19.38,65.97,5.83
2024-09-04 04:00:00,25.96,55.86,28.12,1.13,2.8,15.24,74.95,2.12
2024-09-04 05:00:00,26.44,45.69,25.12,1.07,3.03,16.47,66.51,2.92
2024-09-04 06:00:00,31.03,80.7,29.0,1.47,2.94,16.76,43.99,3.95
2024-09-04 07:00:00,41.92,87.63,30.37,1.62,3.4,19.43,55.7,2.62
2024-09-04 08:00:00,47.99,83.22,34.84,1.61,3.44,20.93,47.99,2.34
2024-09-04 09:00:00,39.81,78.7,29.46,1.89,3.71,22.06,64.89,3.4
2024-09-04 10:00:00,38.45,64.46,30.47,1.35,5.97,22.43,64.02,3.11
2024-09-04 11:00:00,37.64,61.13,24.32,1.26,6.15,21.57,61.94,2.63
2024-09-04 12:00:00,24.83,51.84,21.82,1.02,7.4,21.2,60.03,
2024-09-04 13:00:00,,43.6,20.86,0.99,8.62,22.04,66.13,3.91
2024-09-04 14:00:00,32.41,55.86,19.46,1.03,6.37,24.58,50.76,3.36
2024-09-04 15:00:00,30.76,56.96,24.3,1.22,7.25,24.21,70.28,3.96
2024-09-04 16:00:00,27.97,,22.65,1.07,9.92,20.31,66.35,5.71
2024-09-04 17:00:00,29.19,71.71,26.13,1.26,10.94,17.38,60.54,5.32
2024-09-04 18:00:00,28.2,49.56,23.42,1.09,9.26,17.8,64.41,6.62
2024-09-04 19:00:00,32.19,57.64,27.51,1.36,7.64,20.85,64.27,5.68
2024-09-04 20:00:00,19.57,50.92,26.26,1.1,5.38,17.46,56.98,8.06
2024-09-04 21:00:00,37.83,82.83,26.5,1.41,15.22,15.53,74.94,5.77
2024-09-04 22:00:00,17.61,40.15,21.99,1.03,6.72,15.56,77.28,5.75
2024-09-04 23:00:00,21.04,55.47,20.51,1.01,5.47,16.22,69.97,4.62
